policy_id,customer_id,policy_type,add_on_cover,vehicle_model,vehicle_make,vehicle_type,fuel_type,vehicle_year,idv,premium_amount
286,2133,Comprehensive,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,Petrol,2021,1046859,49764
287,270,Own Damage,No Add-on,i20,Hyundai,Compact SUV,Diesel,2021,1507603,45389
288,2927,Comprehensive,Zero Depreciation,Creta,Hyundai,Compact SUV,Petrol,2025,809052,36468
289,1373,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Hybrid,2020,280816,26499
290,534,Own Damage,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,CNG,2020,1055045,40233
291,2040,Third Party,Engine Protect,i20,Hyundai,Compact SUV,Hybrid,2022,389703,22392
292,504,Third Party,Return to Invoice,i20,Hyundai,Compact SUV,Petrol,2015,1741361,10312
293,825,Comprehensive,No Add-on,Amaze,Honda,Sedan,Petrol,2019,1595409,29327
294,1668,Own Damage,Roadside Assistance,XUV700,Mahindra,SUV,Petrol,2024,855382,8758
295,1545,Comprehensive,Roadside Assistance,Magnite,Nissan,Compact SUV,Electric,2021,1175285,19776
296,2668,Third Party,Zero Depreciation,WagonR,Maruti Suzuki,Hatchback,Petrol,2025,1806190,52852
297,802,Third Party,Zero Depreciation,City,Honda,Sedan,CNG,2016,1688860,16937
298,2838,Comprehensive,No Add-on,Baleno,Maruti Suzuki,Hatchback,Hybrid,2022,1215029,32724
299,890,Third Party,Engine Protect,Venue,Hyundai,Compact SUV,Hybrid,2025,1489652,14166
300,430,Comprehensive,No Add-on,Kiger,Renault,Compact SUV,Electric,2017,409438,35546
301,730,Own Damage,Engine Protect,Magnite,Nissan,Compact SUV,Diesel,2017,1970301,54821
302,2388,Own Damage,Zero Depreciation,Slavia,Skoda,Sedan,Diesel,2017,153612,17155
303,389,Third Party,Zero Depreciation,Slavia,Skoda,Sedan,Petrol,2019,349911,31996
304,373,Own Damage,Return to Invoice,Sonet,Kia,Compact SUV,Petrol,2016,1348060,36381
305,2386,Own Damage,Consumables Cover,Harrier,Tata,Compact SUV,CNG,2022,295857,24447
306,1350,Comprehensive,Engine Protect,City,Honda,Sedan,Petrol,2016,990582,36250
307,2071,Comprehensive,No Add-on,i20,Hyundai,Compact SUV,Electric,2019,777115,13395
308,1638,Own Damage,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,Petrol,2014,1802001,21341
309,468,Comprehensive,Zero Depreciation,City,Honda,Sedan,CNG,2016,1542487,34170
310,404,Own Damage,No Add-on,Amaze,Honda,Sedan,Petrol,2024,261776,8620
311,1503,Third Party,Return to Invoice,City,Honda,Sedan,CNG,2014,648606,8932
312,2042,Third Party,No Add-on,Safari,Tata,Compact SUV,Petrol,2021,1907444,13059
313,1108,Third Party,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,Hybrid,2019,849736,58424
314,641,Third Party,Consumables Cover,Sonet,Kia,Compact SUV,Hybrid,2019,1521997,27976
315,1580,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Electric,2025,1957522,48015
316,178,Comprehensive,Roadside Assistance,Safari,Tata,Compact SUV,Petrol,2018,1810853,54121
317,1294,Comprehensive,Engine Protect,Slavia,Skoda,Sedan,Petrol,2018,1727363,40531
318,1866,Own Damage,No Add-on,WagonR,Maruti Suzuki,Hatchback,Hybrid,2014,304054,10939
319,1255,Comprehensive,Roadside Assistance,Harrier,Tata,Compact SUV,Petrol,2016,427117,49077
320,1422,Comprehensive,Zero Depreciation,Amaze,Honda,Sedan,Hybrid,2023,1508445,47108
321,1200,Own Damage,No Add-on,Scorpio,Mahindra,SUV,Electric,2017,1571285,10101
322,405,Comprehensive,Return to Invoice,Punch,Tata,Compact SUV,Hybrid,2014,615597,10515
323,2736,Comprehensive,Consumables Cover,City,Honda,Sedan,CNG,2021,195054,54196
324,1439,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Diesel,2023,1869374,21567
325,1825,Third Party,Engine Protect,Seltos,Kia,Compact SUV,Diesel,2023,509460,8113
326,682,Comprehensive,Return to Invoice,City,Honda,Sedan,Electric,2024,586830,33875
327,1092,Comprehensive,No Add-on,Kiger,Renault,Compact SUV,Petrol,2021,1470592,59332
328,2096,Comprehensive,Engine Protect,Swift,Maruti Suzuki,Hatchback,Electric,2014,1428527,57729
329,882,Comprehensive,Engine Protect,Punch,Tata,Compact SUV,Hybrid,2025,697047,26462
330,2822,Comprehensive,No Add-on,Nexon,Tata,Compact SUV,Petrol,2022,1092924,20244
331,1525,Own Damage,No Add-on,Scorpio,Mahindra,SUV,Diesel,2022,461684,7869
332,1710,Comprehensive,Consumables Cover,Kiger,Renault,Compact SUV,Hybrid,2022,1032744,31923
333,1426,Comprehensive,Zero Depreciation,Astor,MG,SUV,Hybrid,2017,1801143,49332
334,831,Comprehensive,Engine Protect,Slavia,Skoda,Sedan,Hybrid,2021,910862,26038
335,397,Comprehensive,No Add-on,XUV700,Mahindra,SUV,Petrol,2016,617689,30820
336,2078,Comprehensive,Return to Invoice,Scorpio,Mahindra,SUV,Petrol,2022,780496,33602
337,2891,Comprehensive,Zero Depreciation,XUV700,Mahindra,SUV,Diesel,2016,1355887,38331
338,629,Third Party,Engine Protect,Venue,Hyundai,Compact SUV,CNG,2017,1508209,34905
339,2383,Comprehensive,Consumables Cover,Seltos,Kia,Compact SUV,Electric,2018,320030,31090
340,1066,Own Damage,Consumables Cover,Innova,Toyota,MUV,Hybrid,2016,1936371,57529
341,2699,Comprehensive,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2015,840426,44793
342,1191,Comprehensive,Zero Depreciation,Punch,Tata,Compact SUV,CNG,2025,1258247,4549
343,1421,Comprehensive,No Add-on,Punch,Tata,Compact SUV,Petrol,2021,1282484,55349
344,1767,Own Damage,Roadside Assistance,Punch,Tata,Compact SUV,Electric,2024,599577,57213
345,1465,Comprehensive,Roadside Assistance,Fortuner,Toyota,MUV,Hybrid,2017,611016,53439
346,1426,Third Party,No Add-on,Venue,Hyundai,Compact SUV,CNG,2021,984188,40535
347,1544,Own Damage,Consumables Cover,City,Honda,Sedan,Hybrid,2022,187339,9710
348,1350,Comprehensive,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2016,1002937,22627
349,1159,Third Party,Engine Protect,Harrier,Tata,Compact SUV,Petrol,2019,1228671,5901
350,1688,Own Damage,Zero Depreciation,Harrier,Tata,Compact SUV,CNG,2014,1686819,34582
351,1404,Comprehensive,Roadside Assistance,City,Honda,Sedan,Petrol,2019,988655,24150
352,231,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Electric,2014,1858942,47722
353,2674,Comprehensive,Consumables Cover,Innova,Toyota,MUV,Diesel,2022,822190,52311
354,1051,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Hybrid,2014,1663904,11711
355,1721,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Petrol,2015,1598165,32686
356,2707,Third Party,Roadside Assistance,Nexon,Tata,Compact SUV,Hybrid,2025,1376370,5618
357,1626,Third Party,Engine Protect,i20,Hyundai,Compact SUV,CNG,2021,1159909,36033
358,2538,Own Damage,Engine Protect,Venue,Hyundai,Compact SUV,Hybrid,2023,1494540,52008
359,829,Own Damage,No Add-on,Kushaq,Skoda,Sedan,Petrol,2022,886088,16465
360,1574,Own Damage,Consumables Cover,Nexon,Tata,Compact SUV,Petrol,2022,795942,28962
361,2212,Comprehensive,No Add-on,City,Honda,Sedan,Petrol,2021,1586267,18364
362,2572,Own Damage,Consumables Cover,Scorpio,Mahindra,SUV,Diesel,2015,1929780,58788
363,1209,Own Damage,Engine Protect,WagonR,Maruti Suzuki,Hatchback,CNG,2018,214127,59944
364,277,Own Damage,Roadside Assistance,Innova,Toyota,MUV,Diesel,2017,1564710,15688
365,2797,Own Damage,Roadside Assistance,Fortuner,Toyota,MUV,Petrol,2021,1908717,47104
366,1189,Third Party,Return to Invoice,Slavia,Skoda,Sedan,Hybrid,2018,1415883,46321
367,2570,Own Damage,Engine Protect,Baleno,Maruti Suzuki,Hatchback,Hybrid,2016,987348,46044
368,117,Third Party,Engine Protect,Seltos,Kia,Compact SUV,Hybrid,2025,578724,52714
369,1706,Own Damage,Consumables Cover,Creta,Hyundai,Compact SUV,Hybrid,2021,1786586,30908
370,680,Comprehensive,No Add-on,XUV700,Mahindra,SUV,Petrol,2019,114127,10834
371,2406,Own Damage,Roadside Assistance,XUV700,Mahindra,SUV,Petrol,2017,1502242,20805
372,161,Own Damage,Engine Protect,WagonR,Maruti Suzuki,Hatchback,Petrol,2021,1950115,38932
373,1102,Comprehensive,Roadside Assistance,Amaze,Honda,Sedan,Electric,2019,644664,7545
374,39,Comprehensive,Zero Depreciation,Fortuner,Toyota,MUV,Diesel,2020,166468,52586
375,1937,Comprehensive,Consumables Cover,Innova,Toyota,MUV,CNG,2019,560805,13840
376,2748,Own Damage,Return to Invoice,Slavia,Skoda,Sedan,Electric,2024,1231744,26110
377,2376,Comprehensive,Roadside Assistance,Sonet,Kia,Compact SUV,Diesel,2017,1274740,53097
378,481,Comprehensive,Engine Protect,Sonet,Kia,Compact SUV,Diesel,2024,759240,47410
379,871,Own Damage,Zero Depreciation,Magnite,Nissan,Compact SUV,Petrol,2016,893588,17843
380,220,Third Party,Return to Invoice,Slavia,Skoda,Sedan,Hybrid,2024,967977,6584
381,435,Comprehensive,Return to Invoice,XUV700,Mahindra,SUV,Petrol,2016,456894,15363
382,829,Third Party,No Add-on,Kushaq,Skoda,Sedan,Diesel,2015,575263,56856
383,648,Own Damage,No Add-on,Seltos,Kia,Compact SUV,Petrol,2015,1305798,18967
384,1744,Own Damage,Engine Protect,Sonet,Kia,Compact SUV,Hybrid,2016,101901,47916
385,2594,Comprehensive,Return to Invoice,XUV700,Mahindra,SUV,Hybrid,2017,408819,22254
386,1737,Own Damage,Consumables Cover,Punch,Tata,Compact SUV,Diesel,2022,1161232,51455
387,572,Own Damage,Return to Invoice,i20,Hyundai,Compact SUV,Hybrid,2023,1812557,11265
388,759,Comprehensive,Engine Protect,Fortuner,Toyota,MUV,Petrol,2024,1843236,6333
389,549,Comprehensive,Zero Depreciation,XUV700,Mahindra,SUV,CNG,2015,803644,54284
390,1917,Own Damage,Consumables Cover,Innova,Toyota,MUV,Electric,2019,1692616,43403
391,2798,Third Party,Zero Depreciation,XUV700,Mahindra,SUV,Petrol,2020,897565,45374
392,2171,Third Party,Consumables Cover,Scorpio,Mahindra,SUV,Diesel,2017,1599797,18477
393,1122,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Petrol,2023,1838549,46880
394,124,Own Damage,Return to Invoice,Amaze,Honda,Sedan,Petrol,2025,550137,29865
395,2279,Third Party,No Add-on,Magnite,Nissan,Compact SUV,Hybrid,2023,199401,47919
396,1885,Own Damage,Consumables Cover,Nexon,Tata,Compact SUV,Petrol,2024,1506029,40776
397,2718,Comprehensive,No Add-on,Sonet,Kia,Compact SUV,Petrol,2018,1646464,51751
398,2130,Third Party,No Add-on,Kiger,Renault,Compact SUV,Petrol,2022,1967669,18483
399,643,Own Damage,Consumables Cover,Innova,Toyota,MUV,CNG,2021,1020241,42424
400,2174,Own Damage,Engine Protect,Seltos,Kia,Compact SUV,CNG,2021,1619608,23596
401,2691,Third Party,Consumables Cover,Kiger,Renault,Compact SUV,Diesel,2016,591941,42266
402,847,Own Damage,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2016,1859411,44458
403,1220,Own Damage,Engine Protect,Punch,Tata,Compact SUV,Electric,2017,820915,14335
404,2826,Own Damage,Roadside Assistance,Slavia,Skoda,Sedan,Diesel,2017,376362,25919
405,524,Third Party,No Add-on,Astor,MG,SUV,Petrol,2015,1133849,50845
406,1114,Third Party,Roadside Assistance,Nexon,Tata,Compact SUV,Hybrid,2019,1192935,57314
407,226,Third Party,Zero Depreciation,Astor,MG,SUV,Diesel,2025,1415638,37476
408,2412,Own Damage,Return to Invoice,Punch,Tata,Compact SUV,Electric,2016,1555486,42826
409,2644,Comprehensive,Consumables Cover,Astor,MG,SUV,Hybrid,2016,698245,38659
410,1707,Third Party,Return to Invoice,Magnite,Nissan,Compact SUV,Diesel,2017,719407,7081
411,617,Third Party,Roadside Assistance,Scorpio,Mahindra,SUV,Petrol,2019,546419,14749
412,2183,Own Damage,Engine Protect,Kiger,Renault,Compact SUV,Hybrid,2024,1141100,11213
413,343,Comprehensive,Consumables Cover,Safari,Tata,Compact SUV,CNG,2017,819596,6208
414,2440,Own Damage,Zero Depreciation,XUV700,Mahindra,SUV,CNG,2015,1982092,39515
415,1160,Third Party,No Add-on,Harrier,Tata,Compact SUV,Petrol,2023,536519,48391
416,689,Own Damage,Engine Protect,Kushaq,Skoda,Sedan,CNG,2021,330040,38294
417,2390,Own Damage,No Add-on,Innova,Toyota,MUV,Petrol,2021,558374,23219
418,2706,Own Damage,No Add-on,Astor,MG,SUV,CNG,2023,1400639,35545
419,2578,Third Party,Roadside Assistance,i20,Hyundai,Compact SUV,Diesel,2015,1617022,28593
420,109,Comprehensive,Consumables Cover,Seltos,Kia,Compact SUV,Petrol,2021,1459689,45333
421,2703,Third Party,Roadside Assistance,Amaze,Honda,Sedan,Petrol,2017,389321,36281
422,1287,Third Party,Engine Protect,City,Honda,Sedan,Hybrid,2022,659737,46728
423,2590,Own Damage,Consumables Cover,XUV700,Mahindra,SUV,Petrol,2016,1506876,32903
424,762,Comprehensive,Zero Depreciation,Punch,Tata,Compact SUV,Petrol,2019,1180540,18588
425,2282,Comprehensive,Zero Depreciation,Scorpio,Mahindra,SUV,Electric,2025,730825,9026
426,2740,Comprehensive,Engine Protect,Nexon,Tata,Compact SUV,Electric,2021,1527690,58361
427,221,Third Party,Roadside Assistance,Fortuner,Toyota,MUV,Petrol,2023,1837942,3212
428,684,Own Damage,Engine Protect,Safari,Tata,Compact SUV,Diesel,2024,1367750,40280
429,1551,Comprehensive,Consumables Cover,i20,Hyundai,Compact SUV,Electric,2014,1471258,11568
430,742,Own Damage,Return to Invoice,Safari,Tata,Compact SUV,Petrol,2022,1820953,23373
431,1074,Own Damage,Return to Invoice,Fortuner,Toyota,MUV,Petrol,2019,1839312,40441
432,2402,Comprehensive,Return to Invoice,Punch,Tata,Compact SUV,Diesel,2014,801678,33646
433,1735,Third Party,Engine Protect,Safari,Tata,Compact SUV,Petrol,2021,846903,41542
434,1061,Own Damage,No Add-on,Fortuner,Toyota,MUV,CNG,2023,1140116,35058
435,613,Own Damage,Return to Invoice,Seltos,Kia,Compact SUV,CNG,2024,1446428,7880
436,197,Third Party,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,Petrol,2018,488242,42855
437,1143,Own Damage,Engine Protect,Scorpio,Mahindra,SUV,Hybrid,2018,1058722,27835
438,1989,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,CNG,2019,1888650,23574
439,458,Third Party,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Hybrid,2015,1097924,31707
440,2090,Comprehensive,Roadside Assistance,Sonet,Kia,Compact SUV,CNG,2018,990596,31958
441,764,Own Damage,Engine Protect,Amaze,Honda,Sedan,Diesel,2022,575865,54081
442,222,Third Party,No Add-on,Kiger,Renault,Compact SUV,Petrol,2022,1810911,17621
443,2886,Third Party,No Add-on,Safari,Tata,Compact SUV,Petrol,2014,1806856,5748
444,2663,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2019,1551874,21976
445,753,Comprehensive,Engine Protect,Creta,Hyundai,Compact SUV,Hybrid,2021,963335,16821
446,26,Third Party,Roadside Assistance,Kiger,Renault,Compact SUV,CNG,2017,164155,43762
447,2227,Own Damage,Consumables Cover,Creta,Hyundai,Compact SUV,CNG,2018,1373572,10421
448,1596,Third Party,Roadside Assistance,Harrier,Tata,Compact SUV,Petrol,2024,1587044,57518
449,1486,Comprehensive,No Add-on,Fortuner,Toyota,MUV,Diesel,2015,709362,34531
450,736,Comprehensive,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2015,380212,33531
451,273,Own Damage,Zero Depreciation,Sonet,Kia,Compact SUV,Petrol,2022,1603198,40791
452,1967,Own Damage,Return to Invoice,Amaze,Honda,Sedan,Electric,2015,1298213,42102
453,2673,Third Party,No Add-on,i20,Hyundai,Compact SUV,Petrol,2024,286058,31895
454,1433,Third Party,Consumables Cover,Scorpio,Mahindra,SUV,Diesel,2015,833893,26901
455,1468,Third Party,Roadside Assistance,i20,Hyundai,Compact SUV,Electric,2024,1310058,37946
456,224,Comprehensive,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2016,900635,45707
457,1830,Own Damage,Zero Depreciation,i20,Hyundai,Compact SUV,Petrol,2023,1454373,16095
458,162,Comprehensive,Return to Invoice,Innova,Toyota,MUV,CNG,2017,497381,42090
459,239,Third Party,Return to Invoice,Punch,Tata,Compact SUV,Hybrid,2017,953237,26378
460,1450,Comprehensive,Return to Invoice,Venue,Hyundai,Compact SUV,Hybrid,2023,1610637,30314
461,996,Comprehensive,Return to Invoice,Amaze,Honda,Sedan,Diesel,2014,456136,57211
462,2785,Third Party,Zero Depreciation,Creta,Hyundai,Compact SUV,Petrol,2014,1948085,31238
463,1685,Third Party,Engine Protect,Swift,Maruti Suzuki,Hatchback,Diesel,2025,1294616,41869
464,2573,Third Party,Engine Protect,Sonet,Kia,Compact SUV,Hybrid,2023,993229,3153
465,2385,Own Damage,Zero Depreciation,Kushaq,Skoda,Sedan,Electric,2014,414078,53909
466,68,Comprehensive,No Add-on,Amaze,Honda,Sedan,Petrol,2014,94644,47195
467,980,Own Damage,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Electric,2018,184656,54488
468,989,Third Party,No Add-on,Baleno,Maruti Suzuki,Hatchback,Hybrid,2020,1263207,19603
469,673,Own Damage,Roadside Assistance,Magnite,Nissan,Compact SUV,Petrol,2024,361896,5916
470,1427,Third Party,Return to Invoice,Seltos,Kia,Compact SUV,CNG,2018,1898679,9206
471,1064,Comprehensive,No Add-on,Baleno,Maruti Suzuki,Hatchback,Petrol,2014,1784933,57286
472,402,Comprehensive,Consumables Cover,Harrier,Tata,Compact SUV,Hybrid,2015,575182,24064
473,2896,Third Party,Consumables Cover,Seltos,Kia,Compact SUV,Electric,2019,1734752,18743
474,486,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,Electric,2022,1283795,42358
475,2934,Comprehensive,Roadside Assistance,Innova,Toyota,MUV,Diesel,2020,1467779,45261
476,2741,Comprehensive,Return to Invoice,City,Honda,Sedan,CNG,2024,936049,33906
477,831,Third Party,Return to Invoice,City,Honda,Sedan,Petrol,2024,1112061,6715
478,49,Own Damage,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Petrol,2017,729739,10027
479,172,Comprehensive,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Diesel,2014,547579,52911
480,225,Third Party,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Petrol,2016,245433,8701
481,2670,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,CNG,2017,344342,37771
482,2383,Comprehensive,Roadside Assistance,Safari,Tata,Compact SUV,Hybrid,2015,1915904,21848
483,2712,Comprehensive,Roadside Assistance,Nexon,Tata,Compact SUV,Hybrid,2021,1446473,40760
484,15,Comprehensive,Return to Invoice,Innova,Toyota,MUV,Petrol,2024,1379714,22604
485,1858,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,CNG,2022,323554,24644
486,1644,Own Damage,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2017,299467,56806
487,966,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Diesel,2019,1484806,5285
488,1378,Comprehensive,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2024,280050,17437
489,906,Comprehensive,Return to Invoice,Amaze,Honda,Sedan,Hybrid,2023,848372,8874
490,215,Comprehensive,Roadside Assistance,City,Honda,Sedan,Petrol,2023,206486,48942
491,1808,Third Party,No Add-on,Seltos,Kia,Compact SUV,Petrol,2016,1428185,6849
492,827,Third Party,No Add-on,Harrier,Tata,Compact SUV,Electric,2015,364213,11298
493,2791,Comprehensive,Return to Invoice,Sonet,Kia,Compact SUV,Petrol,2016,1864293,40882
494,2711,Third Party,Return to Invoice,Seltos,Kia,Compact SUV,Petrol,2024,1310491,27767
495,2191,Comprehensive,Zero Depreciation,Safari,Tata,Compact SUV,Petrol,2025,293190,18138
496,2632,Comprehensive,No Add-on,Punch,Tata,Compact SUV,Petrol,2018,250864,52149
497,1803,Own Damage,Engine Protect,Sonet,Kia,Compact SUV,Petrol,2024,899050,59732
498,2046,Third Party,Zero Depreciation,Punch,Tata,Compact SUV,CNG,2018,1928691,12535
499,98,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Electric,2020,1596294,36397
500,2299,Own Damage,No Add-on,Scorpio,Mahindra,SUV,Electric,2019,113455,58984
501,2228,Comprehensive,Engine Protect,Venue,Hyundai,Compact SUV,Diesel,2024,511027,45649
502,2728,Comprehensive,Engine Protect,Magnite,Nissan,Compact SUV,Electric,2025,1457432,43485
503,1871,Own Damage,Zero Depreciation,Innova,Toyota,MUV,Petrol,2016,547171,5747
504,306,Comprehensive,No Add-on,Fortuner,Toyota,MUV,Diesel,2016,1066077,57559
505,1953,Comprehensive,No Add-on,Astor,MG,SUV,Diesel,2025,1170510,8738
506,234,Own Damage,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Electric,2025,1011023,28449
507,569,Comprehensive,Engine Protect,Creta,Hyundai,Compact SUV,Electric,2016,596530,28736
508,1760,Own Damage,Zero Depreciation,Harrier,Tata,Compact SUV,Petrol,2024,151664,12777
509,2588,Third Party,Consumables Cover,XUV700,Mahindra,SUV,Hybrid,2025,367439,27810
510,381,Comprehensive,Roadside Assistance,Seltos,Kia,Compact SUV,Petrol,2021,1212391,27755
511,441,Third Party,Zero Depreciation,Sonet,Kia,Compact SUV,Petrol,2018,1227634,6990
512,2672,Third Party,Return to Invoice,Creta,Hyundai,Compact SUV,Petrol,2021,1675456,57067
513,1739,Own Damage,Return to Invoice,XUV700,Mahindra,SUV,Electric,2020,1396397,38129
514,511,Third Party,Zero Depreciation,XUV700,Mahindra,SUV,Diesel,2014,171957,32513
515,1673,Comprehensive,No Add-on,WagonR,Maruti Suzuki,Hatchback,Petrol,2021,431927,13910
516,80,Own Damage,No Add-on,Baleno,Maruti Suzuki,Hatchback,Diesel,2021,277901,30899
517,2658,Own Damage,Consumables Cover,Seltos,Kia,Compact SUV,CNG,2015,1035040,27049
518,1615,Third Party,No Add-on,City,Honda,Sedan,Hybrid,2023,1388606,40635
519,2524,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,Petrol,2020,1761126,18876
520,361,Own Damage,No Add-on,Kiger,Renault,Compact SUV,Petrol,2018,1445562,9769
521,2793,Third Party,Zero Depreciation,Nexon,Tata,Compact SUV,Diesel,2014,588713,37300
