claim_id,policy_id,claim_date,claim_type,claim_amount,amount_approved,claim_status,settlement_days,garage_type
1492,1240,8/19/2025,Glass Damage,329273,0,Pending,74,Local Garage
1493,1103,2/4/2026,Flood Damage,15069,0,Rejected,14,Authorized
1494,339,3/1/2026,Total Loss,288165,0,Rejected,55,Authorized
1495,2959,10/5/2025,Accidental Damage,220037,0,Pending,16,Cashless Network
1496,2148,1/13/2026,Accidental Damage,101325,0,Pending,48,Authorized
1497,3357,3/2/2026,Theft Fire Damage,239682,0,Rejected,59,Multi Brand
1498,431,12/2/2025,Total Loss,129932,125628,Approved,37,Local Garage
1499,1189,5/6/2026,Theft Fire Damage,393561,0,Rejected,10,Cashless Network
1500,1235,7/3/2025,Own Damage,355266,0,Rejected,89,Local Garage
1501,829,3/26/2026,Engine Damage,426047,0,Pending,17,Cashless Network
1502,3935,7/6/2025,Accidental Damage,437199,0,Rejected,89,Multi Brand
1503,2867,10/24/2025,Natural Disaster,49759,22991,Approved,6,Authorized
1504,975,3/17/2026,Engine Damage,442083,54928,Approved,37,Cashless Network
1505,614,2/13/2026,Glass Damage,439728,144962,Approved,67,Multi Brand
1506,36,11/23/2025,Accidental Damage,265810,0,Pending,59,Local Garage
1507,46,1/7/2026,Own Damage,41001,0,Pending,73,Authorized
1508,1927,5/15/2026,Glass Damage,408231,106369,Approved,70,Multi Brand
1509,3625,2/24/2026,Accidental Damage,468261,0,Pending,86,Authorized
1510,890,10/9/2025,Glass Damage,460805,268140,Approved,69,Authorized
1511,3570,11/28/2025,Engine Damage,19893,0,Rejected,31,Authorized
1512,1847,2/23/2026,Engine Damage,339879,33350,Approved,7,Local Garage
1513,2606,4/7/2026,Total Loss,12411,0,Rejected,25,Authorized
1514,1411,7/24/2025,Total Loss,203642,0,Rejected,15,Authorized
1515,2457,8/13/2025,Total Loss,53311,0,Rejected,31,Local Garage
1516,1898,8/20/2025,Own Damage,162287,0,Pending,19,Multi Brand
1517,1752,11/26/2025,Accidental Damage,37788,0,Pending,40,Local Garage
1518,1991,5/27/2026,Natural Disaster,422170,0,Pending,9,Local Garage
1519,1698,6/17/2026,Total Loss,203852,95924,Approved,84,Authorized
1520,101,5/20/2026,Own Damage,412490,100470,Approved,66,Local Garage
1521,1439,1/26/2026,Flood Damage,207372,0,Pending,63,Local Garage
1522,3751,12/28/2025,Glass Damage,484869,0,Pending,31,Cashless Network
1523,17,8/9/2025,Flood Damage,422554,169449,Approved,75,Local Garage
1524,518,9/4/2025,Glass Damage,429826,21555,Approved,30,Local Garage
1525,3712,6/18/2026,Own Damage,145158,0,Pending,39,Local Garage
1526,3435,12/8/2025,Own Damage,265981,0,Rejected,15,Cashless Network
1527,246,6/16/2026,Theft Fire Damage,426897,0,Pending,54,Multi Brand
1528,1508,6/9/2026,Theft Fire Damage,396377,0,Rejected,79,Cashless Network
1529,755,11/16/2025,Flood Damage,345591,0,Pending,32,Multi Brand
1530,3098,8/20/2025,Glass Damage,241797,0,Pending,54,Local Garage
1531,1625,1/19/2026,Glass Damage,110649,0,Pending,63,Authorized
1532,3906,3/23/2026,Glass Damage,87959,60991,Approved,51,Authorized
1533,37,8/27/2025,Flood Damage,182811,164143,Approved,78,Local Garage
1534,2621,11/11/2025,Glass Damage,30634,0,Rejected,75,Authorized
1535,3846,9/23/2025,Theft Fire Damage,496989,110464,Approved,65,Authorized
1536,1913,7/26/2025,Total Loss,60997,5495,Approved,4,Local Garage
1537,3097,11/19/2025,Theft Fire Damage,62910,33237,Approved,83,Authorized
1538,3215,5/1/2026,Natural Disaster,29900,0,Pending,56,Authorized
1539,5,4/14/2026,Total Loss,333562,264725,Approved,73,Authorized
1540,2219,12/21/2025,Natural Disaster,306366,277303,Approved,44,Authorized
1541,2027,5/20/2026,Flood Damage,421388,0,Pending,29,Authorized
1542,3719,2/22/2026,Flood Damage,148079,137479,Approved,19,Authorized
1543,2843,2/24/2026,Theft Fire Damage,372701,296976,Approved,85,Authorized
1544,2004,6/12/2026,Glass Damage,213193,0,Pending,78,Authorized
1545,1656,7/20/2025,Own Damage,11900,7181,Approved,80,Local Garage
1546,1269,4/29/2026,Engine Damage,212515,0,Pending,15,Local Garage
1547,2052,7/26/2025,Engine Damage,346925,45996,Approved,34,Cashless Network
1548,238,9/5/2025,Natural Disaster,323548,0,Rejected,69,Local Garage
1549,1788,3/5/2026,Accidental Damage,61070,0,Rejected,19,Authorized
1550,2666,4/11/2026,Glass Damage,340515,0,Pending,12,Authorized
1551,362,12/18/2025,Natural Disaster,154121,0,Pending,29,Local Garage
1552,55,3/1/2026,Engine Damage,228010,21695,Approved,69,Multi Brand
1553,951,5/1/2026,Accidental Damage,72680,0,Pending,31,Local Garage
1554,1699,10/15/2025,Own Damage,151515,133328,Approved,71,Multi Brand
1555,1631,1/24/2026,Total Loss,283381,12492,Approved,49,Cashless Network
1556,3238,6/16/2026,Total Loss,327268,0,Rejected,39,Multi Brand
1557,7,7/14/2025,Own Damage,97980,18922,Approved,56,Multi Brand
1558,336,8/30/2025,Flood Damage,201877,0,Rejected,44,Local Garage
1559,3738,1/28/2026,Own Damage,401406,0,Pending,82,Cashless Network
1560,2623,3/16/2026,Theft Fire Damage,51125,0,Pending,14,Authorized
1561,1912,2/27/2026,Engine Damage,187059,116533,Approved,9,Cashless Network
1562,484,10/8/2025,Own Damage,116295,0,Rejected,84,Cashless Network
1563,2983,7/14/2025,Own Damage,470706,0,Pending,23,Cashless Network
1564,3723,2/20/2026,Accidental Damage,388669,111042,Approved,13,Authorized
1565,3686,5/17/2026,Flood Damage,94331,57389,Approved,54,Authorized
1566,1043,1/13/2026,Natural Disaster,220825,33928,Approved,80,Cashless Network
1567,3367,3/30/2026,Engine Damage,439405,0,Pending,7,Authorized
1568,3533,12/4/2025,Flood Damage,386727,0,Rejected,16,Cashless Network
1569,3839,3/20/2026,Own Damage,144085,0,Pending,3,Multi Brand
1570,472,8/3/2025,Engine Damage,27117,16107,Approved,29,Local Garage
1571,988,4/13/2026,Engine Damage,148479,41397,Approved,7,Local Garage
1572,1763,8/22/2025,Own Damage,363340,0,Rejected,42,Cashless Network
1573,1870,1/14/2026,Own Damage,339847,0,Pending,7,Authorized
1574,1027,2/4/2026,Flood Damage,145665,0,Rejected,47,Local Garage
1575,277,4/22/2026,Total Loss,350527,88943,Approved,25,Authorized
1576,2612,9/28/2025,Total Loss,353519,0,Rejected,59,Multi Brand
1577,1851,11/17/2025,Natural Disaster,213879,0,Pending,90,Cashless Network
1578,3044,2/14/2026,Theft Fire Damage,162661,0,Rejected,32,Local Garage
1579,1784,1/24/2026,Accidental Damage,109872,0,Rejected,16,Authorized
1580,580,1/19/2026,Natural Disaster,351347,0,Rejected,27,Authorized
1581,10,7/10/2025,Accidental Damage,225651,0,Pending,77,Local Garage
1582,2654,1/7/2026,Glass Damage,130419,0,Rejected,53,Multi Brand
1583,2346,8/22/2025,Accidental Damage,106766,28838,Approved,77,Cashless Network
1584,3999,9/17/2025,Engine Damage,430218,180144,Approved,11,Multi Brand
1585,530,2/1/2026,Glass Damage,195339,0,Rejected,16,Local Garage
1586,3681,9/29/2025,Own Damage,175350,0,Rejected,35,Authorized
1587,3504,5/31/2026,Engine Damage,58827,0,Pending,88,Authorized
1588,3634,3/1/2026,Engine Damage,441979,0,Pending,61,Multi Brand
1589,1762,2/4/2026,Accidental Damage,110634,110424,Approved,68,Local Garage
1590,3892,12/17/2025,Natural Disaster,324985,0,Rejected,10,Multi Brand
1591,1228,3/30/2026,Glass Damage,305543,161437,Approved,73,Multi Brand
1592,3750,11/8/2025,Total Loss,320677,0,Rejected,23,Multi Brand
1593,2427,10/12/2025,Theft Fire Damage,12080,9900,Approved,30,Multi Brand
1594,3562,5/11/2026,Theft Fire Damage,306772,159637,Approved,10,Multi Brand
1595,171,2/11/2026,Total Loss,406674,0,Pending,3,Local Garage
1596,424,7/3/2025,Natural Disaster,77733,0,Rejected,26,Local Garage
1597,3561,2/19/2026,Own Damage,223996,0,Pending,2,Local Garage
1598,908,6/12/2026,Theft Fire Damage,141086,59876,Approved,14,Authorized
1599,806,9/15/2025,Own Damage,187803,0,Pending,6,Cashless Network
1600,2303,1/28/2026,Own Damage,302546,81850,Approved,45,Cashless Network
1601,1248,10/5/2025,Engine Damage,164726,0,Rejected,35,Cashless Network
1602,1443,10/16/2025,Own Damage,404269,0,Rejected,55,Local Garage
1603,2357,7/20/2025,Natural Disaster,40986,0,Pending,9,Authorized
1604,2319,6/16/2026,Total Loss,465790,385395,Approved,81,Authorized
1605,684,7/18/2025,Engine Damage,171479,0,Pending,90,Cashless Network
1606,1943,8/15/2025,Own Damage,34461,0,Rejected,84,Cashless Network
1607,2482,11/3/2025,Accidental Damage,125514,0,Pending,77,Local Garage
1608,2948,7/17/2025,Theft Fire Damage,392067,0,Pending,43,Cashless Network
1609,1520,10/27/2025,Natural Disaster,471372,0,Rejected,68,Authorized
1610,2600,3/2/2026,Natural Disaster,383527,0,Pending,46,Authorized
1611,2997,12/23/2025,Natural Disaster,38217,0,Pending,72,Cashless Network
1612,3231,1/9/2026,Theft Fire Damage,223996,9508,Approved,61,Authorized
1613,2643,2/14/2026,Natural Disaster,261494,0,Pending,68,Cashless Network
1614,3037,5/8/2026,Glass Damage,352499,0,Pending,60,Authorized
1615,735,8/26/2025,Glass Damage,49502,0,Rejected,85,Cashless Network
1616,828,10/22/2025,Theft Fire Damage,196433,0,Rejected,33,Authorized
1617,2018,9/4/2025,Theft Fire Damage,106876,0,Rejected,66,Cashless Network
1618,479,5/23/2026,Natural Disaster,460734,0,Rejected,14,Cashless Network
1619,3661,8/22/2025,Theft Fire Damage,150390,0,Rejected,83,Local Garage
1620,1068,9/11/2025,Engine Damage,312117,0,Rejected,84,Multi Brand
1621,472,2/19/2026,Natural Disaster,51136,0,Pending,38,Local Garage
1622,435,1/6/2026,Engine Damage,335247,251699,Approved,63,Authorized
1623,3286,2/5/2026,Engine Damage,262278,0,Pending,63,Cashless Network
1624,1842,9/27/2025,Natural Disaster,468817,0,Rejected,65,Local Garage
1625,3923,6/12/2026,Total Loss,95289,23333,Approved,35,Multi Brand
1626,1136,4/22/2026,Engine Damage,96635,45668,Approved,19,Local Garage
1627,3845,7/3/2025,Natural Disaster,264921,0,Rejected,57,Cashless Network
1628,649,10/22/2025,Own Damage,267872,0,Pending,77,Authorized
1629,3305,4/21/2026,Own Damage,30821,0,Pending,56,Multi Brand
1630,672,7/21/2025,Natural Disaster,481526,0,Pending,89,Multi Brand
1631,2380,11/1/2025,Theft Fire Damage,314282,237201,Approved,88,Cashless Network
1632,1134,1/8/2026,Accidental Damage,79967,0,Rejected,50,Local Garage
1633,974,5/13/2026,Theft Fire Damage,128548,0,Rejected,39,Local Garage
1634,1892,11/12/2025,Flood Damage,163549,0,Pending,12,Local Garage
1635,183,6/5/2026,Own Damage,350329,0,Pending,65,Authorized
1636,1593,2/2/2026,Own Damage,66000,0,Pending,68,Authorized
1637,1225,1/9/2026,Glass Damage,115004,0,Pending,52,Local Garage
1638,886,7/11/2025,Total Loss,230568,0,Rejected,59,Local Garage
1639,1145,7/17/2025,Own Damage,160714,159669,Approved,20,Cashless Network
1640,3654,7/23/2025,Natural Disaster,64012,52326,Approved,87,Local Garage
1641,216,1/15/2026,Total Loss,23297,0,Pending,19,Local Garage
1642,1807,3/19/2026,Own Damage,100183,0,Pending,34,Cashless Network
1643,2941,4/24/2026,Engine Damage,444409,291641,Approved,10,Authorized
1644,3174,3/6/2026,Glass Damage,262395,248358,Approved,42,Cashless Network
1645,3824,10/7/2025,Glass Damage,115237,0,Rejected,51,Authorized
1646,3192,7/8/2025,Own Damage,358395,0,Rejected,1,Local Garage
1647,330,5/3/2026,Own Damage,19861,8668,Approved,87,Local Garage
1648,705,6/11/2026,Engine Damage,284853,0,Rejected,4,Authorized
1649,3729,7/24/2025,Natural Disaster,411420,0,Rejected,26,Local Garage
1650,2848,11/10/2025,Total Loss,257817,0,Pending,30,Cashless Network
1651,157,3/25/2026,Own Damage,385134,0,Pending,74,Cashless Network
1652,3033,8/2/2025,Total Loss,139042,0,Pending,66,Authorized
1653,450,11/11/2025,Engine Damage,70529,0,Rejected,61,Multi Brand
1654,467,1/30/2026,Theft Fire Damage,306883,0,Pending,85,Authorized
1655,470,5/5/2026,Accidental Damage,427595,0,Rejected,73,Local Garage
1656,1281,3/24/2026,Engine Damage,133277,56734,Approved,89,Authorized
1657,3766,8/30/2025,Total Loss,353657,270437,Approved,20,Authorized
1658,2734,12/27/2025,Glass Damage,460169,0,Rejected,17,Local Garage
1659,1794,2/16/2026,Total Loss,98354,51505,Approved,8,Local Garage
1660,1224,9/20/2025,Engine Damage,124288,0,Pending,78,Cashless Network
1661,1299,7/17/2025,Own Damage,413740,205172,Approved,62,Multi Brand
1662,3555,4/1/2026,Own Damage,92208,84932,Approved,84,Multi Brand
1663,3857,11/25/2025,Flood Damage,146453,55391,Approved,57,Local Garage
1664,1086,6/21/2026,Natural Disaster,433703,379750,Approved,12,Authorized
1665,2048,9/22/2025,Natural Disaster,84402,0,Pending,75,Local Garage
1666,1720,2/5/2026,Own Damage,278035,0,Rejected,17,Authorized
1667,3455,7/6/2025,Engine Damage,390061,0,Pending,27,Cashless Network
1668,2658,10/18/2025,Engine Damage,36699,0,Rejected,7,Multi Brand
1669,2048,7/4/2025,Theft Fire Damage,96499,0,Pending,13,Cashless Network
1670,256,12/7/2025,Flood Damage,228133,105866,Approved,77,Cashless Network
1671,240,4/7/2026,Flood Damage,106490,73780,Approved,37,Multi Brand
1672,2128,8/12/2025,Own Damage,398151,0,Pending,8,Cashless Network
1673,3047,5/1/2026,Engine Damage,389545,242958,Approved,41,Local Garage
1674,423,8/18/2025,Glass Damage,208519,0,Rejected,58,Cashless Network
1675,589,12/16/2025,Natural Disaster,354778,0,Pending,71,Cashless Network
1676,3907,5/8/2026,Natural Disaster,169520,40472,Approved,3,Authorized
1677,3583,8/21/2025,Own Damage,323869,0,Pending,15,Authorized
1678,3373,1/20/2026,Engine Damage,153318,0,Rejected,90,Cashless Network
1679,2192,2/1/2026,Own Damage,393779,0,Pending,14,Authorized
1680,2452,10/26/2025,Theft Fire Damage,418877,0,Rejected,44,Local Garage
1681,3228,10/18/2025,Glass Damage,142951,0,Rejected,27,Cashless Network
1682,278,12/23/2025,Natural Disaster,102417,0,Rejected,87,Authorized
1683,1642,9/4/2025,Theft Fire Damage,10369,0,Rejected,68,Local Garage
1684,3918,9/27/2025,Total Loss,476490,0,Pending,23,Multi Brand
1685,39,10/28/2025,Total Loss,388731,63104,Approved,42,Local Garage
1686,892,3/7/2026,Flood Damage,230617,0,Pending,77,Authorized
1687,2627,2/27/2026,Glass Damage,196271,0,Rejected,22,Multi Brand
1688,890,9/4/2025,Accidental Damage,329759,146394,Approved,52,Authorized
1689,2523,5/19/2026,Total Loss,85946,0,Rejected,81,Authorized
1690,3810,8/29/2025,Natural Disaster,217098,127366,Approved,22,Cashless Network
1691,2829,11/29/2025,Flood Damage,63291,0,Pending,87,Local Garage
1692,2376,12/14/2025,Natural Disaster,173537,0,Pending,35,Cashless Network
1693,3387,4/3/2026,Glass Damage,434644,0,Rejected,65,Cashless Network
1694,3473,6/17/2026,Theft Fire Damage,135057,0,Pending,10,Cashless Network
1695,3181,8/3/2025,Engine Damage,345410,0,Rejected,21,Multi Brand
1696,3798,5/17/2026,Glass Damage,215360,0,Pending,88,Local Garage
1697,402,5/18/2026,Own Damage,267904,148095,Approved,49,Local Garage
1698,2674,8/18/2025,Engine Damage,495945,0,Rejected,11,Cashless Network
1699,864,4/15/2026,Accidental Damage,237108,89300,Approved,80,Local Garage
1700,2093,3/22/2026,Accidental Damage,194612,0,Pending,17,Local Garage
1701,1160,11/19/2025,Total Loss,359629,0,Rejected,42,Multi Brand
1702,3773,11/9/2025,Accidental Damage,430950,0,Pending,9,Cashless Network
1703,1412,7/2/2025,Own Damage,295667,0,Rejected,2,Cashless Network
1704,2397,1/8/2026,Accidental Damage,80279,0,Rejected,47,Cashless Network
1705,763,11/24/2025,Own Damage,469799,267714,Approved,46,Authorized
1706,482,10/1/2025,Total Loss,234178,0,Rejected,66,Local Garage
1707,548,10/7/2025,Accidental Damage,195787,42075,Approved,11,Cashless Network
1708,1046,4/10/2026,Own Damage,173658,163222,Approved,67,Authorized
1709,1286,3/18/2026,Theft Fire Damage,37134,0,Rejected,20,Authorized
1710,3195,6/12/2026,Total Loss,402324,0,Pending,19,Cashless Network
1711,1737,12/27/2025,Natural Disaster,317932,0,Pending,35,Cashless Network
1712,3959,8/12/2025,Own Damage,260189,0,Pending,51,Authorized
1713,2879,9/12/2025,Accidental Damage,186318,83019,Approved,70,Authorized
1714,3851,3/5/2026,Glass Damage,414650,0,Rejected,78,Multi Brand
1715,3078,7/18/2025,Engine Damage,287091,0,Pending,58,Multi Brand
1716,2397,1/14/2026,Total Loss,63496,0,Rejected,10,Cashless Network
1717,611,10/10/2025,Own Damage,214145,161469,Approved,42,Authorized
1718,1219,10/26/2025,Total Loss,174647,96606,Approved,49,Authorized
1719,3834,12/9/2025,Natural Disaster,6406,0,Pending,9,Local Garage
1720,1424,7/1/2025,Total Loss,124696,0,Rejected,35,Multi Brand
1721,1736,7/23/2025,Engine Damage,310906,0,Rejected,35,Cashless Network
1722,3487,4/25/2026,Own Damage,230908,0,Pending,38,Local Garage
1723,1905,8/18/2025,Natural Disaster,445085,171104,Approved,2,Cashless Network
1724,1524,3/24/2026,Glass Damage,291137,0,Rejected,9,Local Garage
1725,2892,2/20/2026,Glass Damage,105175,34270,Approved,7,Multi Brand
1726,3038,3/12/2026,Natural Disaster,439521,0,Pending,23,Cashless Network
1727,1756,12/7/2025,Glass Damage,162435,0,Pending,40,Local Garage
1728,1126,3/23/2026,Flood Damage,170910,0,Rejected,17,Authorized
1729,2140,11/6/2025,Theft Fire Damage,376825,0,Pending,15,Cashless Network
1730,2234,11/10/2025,Accidental Damage,228633,0,Pending,58,Multi Brand
1731,3205,2/27/2026,Theft Fire Damage,169577,0,Rejected,37,Cashless Network
1732,1113,2/14/2026,Glass Damage,412758,0,Pending,82,Cashless Network
1733,1575,7/16/2025,Theft Fire Damage,199621,0,Rejected,87,Local Garage
1734,689,7/5/2025,Accidental Damage,147800,0,Pending,70,Multi Brand
1735,3574,10/1/2025,Natural Disaster,392433,0,Pending,31,Authorized
1736,2059,12/11/2025,Total Loss,355351,173636,Approved,28,Authorized
1737,3231,7/26/2025,Glass Damage,181108,0,Pending,66,Multi Brand
1738,1896,11/11/2025,Glass Damage,365250,0,Pending,74,Local Garage
1739,3442,9/29/2025,Theft Fire Damage,149018,0,Pending,38,Local Garage
1740,2346,6/29/2025,Engine Damage,315396,0,Pending,9,Local Garage
1741,1855,2/27/2026,Engine Damage,113709,0,Pending,27,Cashless Network
1742,3833,4/18/2026,Flood Damage,85351,57907,Approved,85,Local Garage
1743,1632,7/11/2025,Engine Damage,225827,0,Rejected,81,Cashless Network
1744,1276,10/31/2025,Accidental Damage,10593,0,Pending,1,Multi Brand
1745,2183,7/20/2025,Accidental Damage,386997,243346,Approved,37,Cashless Network
1746,1478,6/6/2026,Theft Fire Damage,221303,0,Pending,8,Authorized
1747,2918,6/11/2026,Glass Damage,277154,104979,Approved,26,Local Garage
1748,3720,10/1/2025,Engine Damage,216078,0,Rejected,57,Authorized
1749,1777,10/19/2025,Accidental Damage,252012,0,Pending,81,Cashless Network
1750,1695,8/9/2025,Glass Damage,74367,10308,Approved,30,Multi Brand
1751,1282,4/26/2026,Natural Disaster,297691,158762,Approved,81,Cashless Network
1752,1088,9/23/2025,Engine Damage,361780,0,Pending,11,Local Garage
1753,2276,12/27/2025,Own Damage,289219,0,Rejected,10,Authorized
1754,3500,11/25/2025,Natural Disaster,305905,0,Pending,73,Authorized
1755,2579,7/10/2025,Total Loss,322484,0,Pending,83,Cashless Network
1756,1874,5/13/2026,Glass Damage,287928,0,Rejected,31,Local Garage
1757,3206,3/16/2026,Own Damage,327272,0,Rejected,33,Cashless Network
1758,3993,11/20/2025,Total Loss,436975,262533,Approved,53,Local Garage
1759,830,8/4/2025,Flood Damage,264471,0,Pending,27,Cashless Network
1760,531,8/12/2025,Glass Damage,386882,0,Pending,25,Multi Brand
1761,3492,8/31/2025,Theft Fire Damage,455223,0,Rejected,47,Local Garage
1762,3125,12/5/2025,Accidental Damage,57353,0,Rejected,4,Authorized
1763,80,12/15/2025,Theft Fire Damage,228310,185463,Approved,88,Local Garage
1764,2484,1/16/2026,Own Damage,371501,208981,Approved,4,Cashless Network
1765,853,1/22/2026,Natural Disaster,286004,0,Pending,37,Cashless Network
1766,2385,1/27/2026,Theft Fire Damage,166558,98672,Approved,11,Authorized
1767,2400,8/6/2025,Engine Damage,144991,0,Pending,88,Cashless Network
1768,3803,10/29/2025,Accidental Damage,153358,0,Pending,50,Multi Brand
1769,3673,12/31/2025,Theft Fire Damage,259214,0,Rejected,7,Authorized
1770,3947,9/29/2025,Theft Fire Damage,143713,0,Pending,7,Cashless Network
1771,138,7/5/2025,Accidental Damage,114922,0,Rejected,23,Authorized
1772,2366,12/10/2025,Total Loss,353359,0,Pending,53,Multi Brand
1773,271,5/24/2026,Natural Disaster,401115,0,Pending,74,Local Garage
1774,2793,6/17/2026,Glass Damage,216007,202632,Approved,55,Cashless Network
1775,3223,2/23/2026,Flood Damage,22645,0,Pending,11,Authorized
1776,1940,5/11/2026,Own Damage,147588,93810,Approved,14,Multi Brand
1777,295,1/19/2026,Theft Fire Damage,249600,0,Pending,4,Multi Brand
1778,2479,4/9/2026,Own Damage,456967,0,Rejected,28,Multi Brand
1779,3482,8/26/2025,Total Loss,179214,0,Rejected,19,Authorized
1780,224,5/2/2026,Natural Disaster,432648,0,Pending,61,Local Garage
1781,3791,4/13/2026,Engine Damage,386515,0,Rejected,78,Local Garage
1782,3215,9/14/2025,Total Loss,140838,0,Pending,37,Cashless Network
1783,496,7/1/2025,Flood Damage,98442,0,Pending,28,Local Garage
1784,2543,7/12/2025,Engine Damage,87221,0,Rejected,84,Multi Brand
1785,1818,10/30/2025,Total Loss,109199,0,Rejected,82,Multi Brand
1786,1776,7/27/2025,Glass Damage,168035,87167,Approved,19,Authorized
1787,2838,12/22/2025,Theft Fire Damage,315764,136207,Approved,74,Cashless Network
1788,1790,10/23/2025,Engine Damage,125190,0,Pending,70,Multi Brand
1789,3997,2/20/2026,Accidental Damage,482458,85930,Approved,28,Cashless Network
1790,3357,3/27/2026,Glass Damage,218888,0,Pending,51,Local Garage
1791,3975,3/20/2026,Glass Damage,238331,65940,Approved,9,Local Garage
1792,1595,8/31/2025,Theft Fire Damage,335328,0,Pending,35,Authorized
1793,96,12/4/2025,Natural Disaster,416331,0,Rejected,57,Local Garage
1794,810,4/2/2026,Engine Damage,393753,0,Rejected,78,Local Garage
1795,3990,6/5/2026,Accidental Damage,397192,125719,Approved,46,Local Garage
1796,1578,9/5/2025,Glass Damage,423351,0,Rejected,67,Multi Brand
1797,3704,1/28/2026,Glass Damage,159080,53499,Approved,22,Authorized
1798,2592,10/12/2025,Flood Damage,7027,0,Rejected,28,Local Garage
1799,1380,1/27/2026,Own Damage,261964,106829,Approved,25,Authorized
1800,3522,10/31/2025,Own Damage,248987,0,Pending,10,Authorized
1801,2332,5/27/2026,Total Loss,203620,0,Rejected,57,Multi Brand
